PSU,RM750x,Corsair,RM750x,750,80+ Gold,Full-Modular,2099,92
PSU,CX650,Corsair,CX650,650,80+ Bronze,Non-Modular,1099,80
PSU,SF750,Corsair,SF750,750,80+ Platinum,Full-Modular,2999,96
PSU,SuperNOVA G6,EVGA,G6-850,850,80+ Gold,F ull-Modular,2599,94
