Build,PC1,36489,1654.98,Ryzen 9 5950X,RTX 4060 Ti,B550M-PLUS,SuperNOVA G6,Noctua NH-D15,Corsair 4000D,Ripjaws V|Ripjaws V|Ripjaws V|Ripjaws V,990 PRO|990 PRO
Build,PC2,24191,936.59,Ryzen 5 5600X,RTX 3060,B550M-PLUS,SF750,Noctua NH-D15,Corsair 4000D,Vengeance LPX|Vengeance LPX,Barracuda|Barracuda
