GPU,RTX 3060,NVIDIA,3060,12,GDDR6,170,6999,85
GPU,RTX 4060 Ti,NVIDIA,4060,8,GDDR6,160,8999,92
GPU,RTX 4070 SUPER,NVIDIA,4070,12,GDDR6X,220,12999,96
GPU,RX 6600,AMD,6600,8,GDDR6,132,5299,83
GPU,RX 7600,AMD,7600,8,GDDR6,165,6999,90
GPU,RX 7800 XT,AMD,7800,16,GDDR6,263,13999,97
GPU,ARC A770,Intel,770,16,GDDR6,225,7999,88
GPU,ARC A750,Intel,750,8,GDDR6,190,5999,84
